ID,deaths_r,deaths_nr,deaths,pestfield,dis_pestf,dis_sewers,dis_bspump,death_dum,COORD_X,COORD_Y
99,0,0,0,0,248.26,6.96,410.91,0,529013.0011,181172.3327
100,0,0,0,0,255.88,14.28,418.61,0,529005.5582,181174.4152
101,0,0,0,0,242.24,16.59,406.34,0,529008.9594,181146.8786
102,0,0,0,0,233.48,10.32,397.36,0,529019.0685,181148.9862
103,0,0,0,0,229.82,18.21,393.99,0,529020.0783,181141.053
104,0,0,0,0,211.58,19.02,376.07,0,529031.059,181113.3834
105,0,0,0,0,208.89,15.17,373.27,0,529032.3821,181106.7538
106,0,0,0,0,203.93,11.51,368.14,0,529036.1383,181099.8158
107,0,0,0,0,188.67,27.23,351.5,0,529048.815,181076.0411
108,0,0,0,0,185.17,15.55,347.1,0,529052.0329,181066.8834
109,0,0,0,0,181.41,11.57,343.08,0,529055.7994,181064.5042
110,0,0,0,0,179.01,9.98,340.13,0,529058.2787,181060.1125
111,0,0,0,0,170.82,22.89,328.88,0,529068.1222,181041.3887
112,0,0,0,0,167.54,25.48,325.12,0,529071.7816,181039.1718
113,0,0,0,0,166.14,30.73,322.66,0,529074.0677,181034.2801
114,0,0,0,0,164.23,36.85,319.42,0,529077.1936,181028.7499
115,0,0,0,0,162.54,30.41,316.28,0,529080.3195,181023.2197
116,0,0,0,0,161.63,24.69,313.75,0,529082.9352,181017.5115
117,0,0,0,0,160.83,18.54,310.93,0,529085.9834,181010.9893
118,0,0,0,0,158.87,13.22,307.35,0,529089.8043,181006.4667
119,0,0,0,0,158.84,9.87,304.81,0,529092.865,180999.4499
120,0,0,0,0,163.15,13.46,294.84,0,529107.5958,180966.6612
121,0,0,0,0,164.54,20.71,289.46,0,529115.8276,180954.6611
122,0,0,0,0,168.87,33.78,286.43,0,529122.5372,180941.7974
123,0,0,0,0,169.96,39.82,283.88,0,529126.8936,180936.4634
124,0,0,0,0,172.44,47.53,282.85,0,529129.9209,180930.7657
125,0,0,0,0,174.36,53.52,280.67,0,529134.3927,180924.9397
126,0,0,0,0,178.21,61.97,279.24,0,529139.1248,180916.9754
127,0,0,0,0,181.52,67.25,279.61,0,529140.9008,180911.9059
128,0,0,0,0,184.58,44.6,278.08,0,529145.4882,180905.5879
129,0,0,0,0,188.06,38.82,277.99,0,529148.3056,180900.0498
130,0,0,0,0,191.82,33.45,278.31,0,529150.8143,180894.5039
131,0,0,0,0,242.96,34.56,400.07,0,529042.2051,181210.6696
132,0,0,0,0,240.17,31.06,397.69,0,529043.0173,181207.0605
133,0,0,0,0,237.03,28.1,394.85,0,529044.5413,181203.7994
134,0,0,0,0,234.88,22.67,393.46,0,529043.4408,181198.4918
135,0,0,0,0,230.16,18.65,389.17,0,529045.8297,181193.6028
136,0,0,0,0,220.63,9.58,381.17,0,529048.0457,181179.305
137,0,0,0,0,216.44,11.02,377.47,0,529049.727,181173.903
138,0,0,0,0,212.59,17.71,374.13,0,529051.0011,181168.3257
139,0,0,0,0,208.76,13.14,370.81,0,529052.1806,181162.4161
140,0,0,0,0,204.22,11.22,366.73,0,529054.1873,181156.3624
141,0,0,0,0,189.06,8.82,353,0,529060.543,181133.0953
142,0,0,0,0,184.3,15.97,348.52,0,529062.9906,181125.8979
143,0,0,0,0,180.24,21.31,344.59,0,529065.5894,181120.8493
144,0,0,0,0,176.76,26.68,341.21,0,529067.6739,181115.7875
145,0,0,0,0,171.87,33.5,336.38,0,529071.0223,181109.603
146,0,0,0,0,167.93,29.86,332.43,0,529073.7324,181104.2272
147,0,0,0,0,163.83,24.25,328.25,0,529076.7512,181098.8592
148,0,0,0,0,159.66,17.99,323.9,0,529079.7951,181092.5019
149,0,0,0,0,156.59,13.38,320.6,0,529082.0896,181087.2805
150,0,0,0,0,154.04,10.72,317.81,0,529084.149,181083.2081
151,0,0,0,0,150.72,9,314.1,0,529086.962,181077.8349
152,0,0,0,0,141.04,10.22,302.34,0,529096.2703,181059.9225
153,0,0,0,0,137.81,15.88,298.01,0,529099.9358,181053.416
154,0,0,0,0,134.75,22.96,293.57,0,529103.8153,181046.585
155,0,0,0,0,132.01,31.78,288.86,0,529108.0371,181038.4428
156,0,0,0,0,129.37,31.35,284.35,0,529112.3198,181031.952
157,0,0,0,0,128.45,26.13,281.89,0,529114.7088,181027.063
158,0,0,0,0,126.72,18.61,277.52,0,529119.1154,181019.7505
159,0,0,0,0,126.49,12.81,274.78,0,529122.0565,181013.3906
160,0,0,0,0,126.33,9.37,272.07,0,529125.088,181007.528
161,0,0,0,0,125.99,17.54,265.73,0,529132.4926,180995.6719
162,0,0,0,0,126.39,13.89,263.69,0,529135.0748,180991.2828
163,0,0,0,0,127.04,11.19,261.05,0,529138.5094,180985.7604
164,0,0,0,0,128.33,12.53,258.04,0,529142.6977,180978.9373
165,0,0,0,0,130.09,15.15,256.9,0,529144.774,180974.2054
166,0,0,0,0,131.51,19.75,254.97,0,529147.7804,180969.3321
167,0,0,0,0,134.11,24.89,253.84,0,529150.2933,180963.6213
168,0,0,0,0,135.91,30.87,251.74,0,529153.8224,180958.4313
169,0,0,0,0,138.75,37.13,250.35,0,529156.9568,180952.5713
170,0,0,0,0,141.26,34.98,248.7,0,529160.3873,180947.2139
171,0,0,0,0,143.92,33.88,247.24,0,529163.7107,180942.0187
172,0,0,0,0,147.72,34.71,246.59,0,529166.6436,180935.9886
173,0,0,0,0,152.17,36.74,245.17,0,529171.1532,180928.6787
174,0,0,0,0,198.5,22.34,277.57,0,529157.5683,180883.9512
175,0,0,0,0,203.57,17.07,278.17,0,529161.1436,180876.9476
176,0,0,0,0,157.57,45.24,243.79,0,529176.4081,180920.3978
177,0,0,0,0,162.42,38.72,243.76,0,529179.6622,180913.8809
178,0,0,0,0,165.83,31.79,243.01,0,529183.0802,180909.0181
179,0,0,0,0,169.39,27.09,243.43,0,529185.0452,180904.6133
180,0,0,0,0,177.19,16.84,243.38,0,529191.0623,180894.7019
181,0,0,0,0,216.91,9.93,278.49,0,529173.4528,180858.4516
182,0,0,0,0,223.9,18.15,286.82,0,529166.9982,180853.1729
183,0,0,0,0,219.65,13.18,281.81,0,529170.8282,180856.405
184,0,0,0,0,135.91,9.31,245,0,529198.5175,180880.8673
185,0,0,0,0,171.18,13.9,279.54,0,529176.4802,180852.7539
186,0,0,0,0,173.58,19.93,281.23,0,529179.4215,180846.3941
187,0,0,0,0,175.04,25.89,281.87,0,529183.3749,180840.7199
188,0,0,0,0,178.03,33.24,283.89,0,529186.7403,180833.8759
189,0,0,0,0,180.46,28.2,285.29,0,529190.6034,180827.7045
190,0,0,0,0,182.75,29.58,286.51,0,529194.4539,180822.0277
191,0,0,0,0,136.89,13.46,245.19,0,529202.7879,180874.8713
192,0,0,0,0,137.81,17.24,245.51,0,529205.4605,180870.9795
193,0,0,0,0,138.78,21.87,245.78,0,529208.446,180866.9306
194,0,0,0,0,140.66,15.81,246.58,0,529212.2965,180861.2539
195,0,0,0,0,142.88,11.2,247.86,0,529214.9944,180856.3728
196,0,0,0,0,145.45,7.93,249.26,0,529218.3263,180850.8478
197,0,0,0,0,148.47,9.8,250.84,0,529222.2923,180844.6791
198,0,0,0,0,186.57,34.12,288.69,0,529199.9147,180813.7521
199,0,0,0,0,189.19,37.52,290.56,0,529201.7727,180809.5096
200,0,0,0,0,155.83,20.62,255.4,0,529228.6726,180832.6321
201,0,0,0,0,158.44,26.75,256.55,0,529232.6051,180827.7824
202,0,0,0,0,162.15,34.37,258.39,0,529237.2913,180821.6319
203,0,0,0,0,194.25,45.84,293.43,0,529208.6088,180799.784
204,0,0,0,0,197.14,50.55,295.23,0,529211.7182,180794.9134
205,0,0,0,0,200.99,38.78,297.9,0,529214.6428,180789.2131
206,0,0,0,0,202.22,33.68,297.91,0,529219.052,180785.8604
207,0,0,0,0,207.82,26.1,302.17,0,529221.7057,180778.6683
208,0,0,0,0,209.56,21.67,302.88,0,529225.0819,180775.4544
209,0,0,0,0,215.27,12.6,306.74,0,529229.81,180767.6551
210,0,0,0,0,165.29,45.57,260.37,0,529239.7709,180817.2403
211,0,0,0,0,167.33,41,261.08,0,529243.3612,180813.7018
212,0,0,0,0,171.79,34.97,264.21,0,529245.7672,180808.1533
213,0,0,0,0,174.61,30.41,265.8,0,529248.6457,180804.2668
214,0,0,0,0,178.84,24.7,268.67,0,529251.352,180799.0559
215,0,0,0,0,181.85,20.17,270.28,0,529254.7491,180795.0176
216,0,0,0,0,185.02,15.98,271.9,0,529258.562,180790.8248
217,0,0,0,0,189.36,11.51,274.47,0,529262.7128,180785.4857
218,0,0,0,0,192.65,7.3,276.54,0,529265.4885,180781.5966
219,0,0,0,0,227.33,6.27,314.04,0,529243.3083,180751.0044
220,0,0,0,0,223.26,7.81,314.31,0,529227.9494,180759.8533
221,0,0,0,0,232.61,11.44,318.18,0,529245.7269,180744.9613
222,0,0,0,0,236.94,18,321.07,0,529249.672,180739.617
223,0,0,0,0,241.37,24.02,324.26,0,529252.8928,180734.4192
224,0,0,0,0,246.52,30.61,328.12,0,529256.1303,180728.5619
225,0,0,0,0,257.56,31.19,336.41,0,529263.3424,180716.2061
226,0,0,0,0,262.4,24.87,340.01,0,529266.7731,180710.8487
227,0,0,0,0,266.62,18.88,342.97,0,529270.4957,180706.1587
228,0,0,0,0,204.72,6.96,284.87,0,529273.6558,180768.1102
229,0,0,0,0,207.82,11.71,286.6,0,529277.1433,180764.5691
230,0,0,0,0,213.17,17.69,290.52,0,529280.2738,180758.8741
231,0,0,0,0,217.66,23.96,293.4,0,529284.3092,180754.0271
232,0,0,0,0,223.19,31.32,297.1,0,529288.8843,180748.2038
233,0,0,0,0,229.84,42.42,301.97,0,529293.1759,180741.3834
234,0,0,0,0,237.03,32.12,307.13,0,529298.406,180734.0919
235,0,0,0,0,243.53,24.95,311.9,0,529302.895,180727.6065
236,0,0,0,0,249.77,18.62,316.77,0,529306.4496,180721.4274
237,0,0,0,0,255.07,13.94,320.9,0,529309.5676,180716.227
238,0,0,0,0,260.42,13.07,324.78,0,529313.8172,180711.0555
239,0,0,0,0,265.64,7.9,328.83,0,529317.1368,180706.0253
240,0,0,0,0,279.03,7.62,338.87,0,529327.2382,180693.4131
241,0,0,0,0,279.83,13.11,337.92,0,529333.0082,180693.2299
242,0,0,0,0,279.4,21.86,334.96,0,529341.2056,180694.7584
243,0,0,0,0,261.13,15.2,321.98,0,529325.036,180711.1759
244,0,0,0,0,261.49,16.44,318.77,0,529336.131,180712.1182
245,0,0,0,0,254.72,14.3,310.92,0,529339.5474,180719.4647
246,0,0,0,0,282.88,21.19,329.23,0,529369.8732,180696.973
247,0,0,0,0,285.25,21.18,328.96,0,529377.9109,180696.6826
248,0,0,0,0,276.43,5.9,307.82,0,529380.5673,180717.7039
249,0,0,0,0,251.9,10.57,300.66,0,529360.6769,180726.602
250,0,0,0,0,250.22,19.21,307.6,0,529336.1501,180723.503
251,0,0,0,0,245.01,25.33,303.89,0,529331.913,180728.1799
252,0,0,0,0,239.29,37.79,299.34,0,529328.7909,180733.5451
253,0,0,0,0,234.89,41.17,296.23,0,529325.2907,180737.5808
254,0,0,0,0,228.68,45.54,291.56,0,529321.3329,180743.4197
255,0,0,0,0,224.48,45.89,288.97,0,529317.1168,180747.2722
256,0,0,0,0,220.56,48.88,286.27,0,529314.0367,180750.9886
257,0,0,0,0,215.35,41.45,282.45,0,529310.7172,180756.0188
258,0,0,0,0,212.67,37.95,280.82,0,529308.0779,180758.5915
259,0,0,0,0,207.72,31.57,277.8,0,529303.3222,180763.4202
260,0,0,0,0,201.8,25.49,272.84,0,529301.628,180769.3167
261,0,0,0,0,246.87,15.41,296.17,0,529358.909,180731.3417
262,0,0,0,0,241.82,20.4,292.6,0,529354.6845,180735.5239
263,0,0,0,0,238.06,25.49,289.5,0,529352.7444,180738.9394
264,0,0,0,0,236.25,26.86,288.69,0,529350.0358,180740.1903
265,0,0,0,0,230.23,32.73,283.72,0,529347.1152,180745.7257
266,0,0,0,0,226.28,36.75,281.35,0,529342.9159,180748.9186
267,0,0,0,0,217.99,39.02,274.7,0,529338.7062,180756.566
268,0,0,0,0,214.12,29.9,267.47,0,529347.2101,180762.227
269,0,0,0,0,218.49,32.56,270.84,0,529349.78,180758.3327
270,0,0,0,0,223.38,36.1,274.72,0,529352.4654,180753.9463
271,0,0,0,0,211.98,39.59,271.44,0,529331.7857,180761.5045
272,0,0,0,0,203.27,38.37,264.76,0,529327.049,180769.6335
273,0,0,0,0,198.58,36.71,261.94,0,529322.6187,180773.8105
274,0,0,0,0,197.62,20.13,270.32,0,529297.7122,180773.5068
275,0,0,0,0,179.54,17.87,249.26,0,529308.8809,180791.7748
276,0,0,0,0,174.05,15.16,245.5,0,529305.4502,180797.1322
277,0,0,0,0,168.13,15.12,241.45,0,529301.904,180802.9816
278,0,0,0,0,168.13,15.12,241.45,0,529301.904,180802.9816
279,0,0,0,0,162.49,17.3,238.16,0,529297.2302,180808.6373
280,0,0,0,0,156.48,22.38,234.48,0,529292.8526,180814.7956
281,0,0,0,0,150.76,28.42,231.13,0,529288.4792,180820.789
282,0,0,0,0,144.39,35.8,227.27,0,529284.0848,180827.6067
283,0,0,0,0,139.44,40.75,224.58,0,529280.0326,180833.1133
284,0,0,0,0,136.6,36.27,223.7,0,529276.0307,180836.6413
285,0,0,0,0,131.95,30.94,220.43,0,529274.2546,180841.7108
286,0,0,0,0,128.43,26.04,218.81,0,529270.7462,180846.0763
287,0,0,0,0,125.07,21.64,217.13,0,529267.7564,180850.29
288,0,0,0,0,199.58,21.1,276.23,0,529285.8069,180772.049
289,0,0,0,0,177.82,11.73,258.63,0,529279.4707,180794.4914
290,0,0,0,0,174.34,14.68,256.2,0,529277.5223,180798.2366
291,0,0,0,0,170.95,20.15,254.61,0,529273.405,180802.2567
292,0,0,0,0,164.44,35.49,250.29,0,529269.3067,180809.5769
293,0,0,0,0,158.15,42.93,246.7,0,529263.7596,180817.1904
294,0,0,0,0,152.79,49.23,243.9,0,529258.3322,180824.1469
295,0,0,0,0,149.74,45.4,242.42,0,529254.9309,180828.3501
296,0,0,0,0,146.15,41.85,240.28,0,529252.1343,180833.0637
297,0,0,0,0,139.77,35.91,235.57,0,529250.0895,180840.6012
298,0,0,0,0,146.33,31.23,243.46,0,529242.4697,180836.6127
299,0,0,0,0,143.4,39.78,239.58,0,529247.0701,180837.8846
300,0,0,0,0,109.14,6.63,206.31,0,529261.7227,180868.9453
301,0,0,0,0,112.9,11.43,210.86,0,529257.5632,180866.5297
302,0,0,0,0,117.2,16.96,216.04,0,529252.6877,180863.9308
303,0,0,0,0,122.59,22.94,222,0,529247.9444,180860.1804
304,0,0,0,0,128.23,30.05,228.63,0,529241.5383,180857.0477
305,0,0,0,0,133.33,25.66,234.25,0,529236.7824,180853.792
306,0,0,0,0,137.56,19.11,239.61,0,529230.223,180852.6352
307,0,0,0,0,114.96,15.49,205.57,0,529275.7774,180858.7435
308,0,0,0,0,106.91,12.09,195.29,0,529284.1531,180865.3911
309,0,0,0,0,106.82,9.03,205.56,0,529258.6426,180872.6617
310,0,0,0,0,104.52,13.63,205.02,0,529254.9327,180876.8571
311,0,0,0,0,102.71,18.53,204.78,0,529251.334,180880.7253
312,0,0,0,0,101.11,27.17,204.55,0,529248.0482,180884.4365
313,0,0,0,0,99.72,21.18,204.77,0,529243.6097,180888.9434
314,0,0,0,0,98.84,16.25,205.12,0,529239.8053,180892.8064
315,0,0,0,0,97.52,11.48,204.83,0,529236.7127,180897.0175
316,0,0,0,0,96.44,7.46,204.61,0,529233.8301,180901.0689
317,0,0,0,0,87.81,19.33,188.41,0,529264.2514,180890.9533
318,0,0,0,0,85.24,25.5,188.14,0,529259.5904,180896.1144
319,0,0,0,0,84.62,30.89,189.21,0,529255.0784,180899.4644
320,0,0,0,0,81.87,25.84,187.94,0,529252.2692,180904.6726
321,1,0,1,0,80.34,14.26,187.54,1,529249.4895,180908.7267
322,0,0,0,0,80.97,10.27,189.26,0,529244.8788,180911.9092
323,0,0,0,0,81.72,8.64,190.86,0,529240.4697,180915.2619
324,0,0,0,0,80.99,11.12,190.69,0,529238.0028,180919.1589
325,0,0,0,0,80.51,16.47,190.77,0,529234.2552,180924.8382
326,0,0,0,0,81.93,20.77,192.4,0,529230.1463,180928.5285
327,0,0,0,0,82.26,26.32,192.74,0,529227.037,180933.3991
328,0,0,0,0,83.33,30.29,193.67,0,529224.2782,180936.6288
329,0,0,0,0,126.57,18.52,195.52,0,529220.3752,180940.3243
330,0,0,0,0,122.19,14.86,196.2,0,529217.3687,180945.1976
331,0,0,0,0,119.45,10.67,197.87,0,529214.0914,180948.579
332,0,0,0,0,116.8,6.08,200.58,0,529209.6739,180952.2615
333,0,0,0,0,107.3,7.12,206.77,0,529198.5235,180965.6721
334,0,0,0,0,103.25,12.21,207.34,0,529196.4346,180970.8987
335,0,0,0,0,102.41,15.68,209.88,0,529193.1825,180973.2908
336,1,0,1,0,98.65,21.66,211.4,1,529190.258,180978.9911
337,0,0,0,0,97.98,21.31,214.39,0,529186.5817,180981.8675
338,0,0,0,0,95.72,18.18,216.19,0,529183.8965,180986.254
339,0,0,0,0,94.9,17.55,220.04,0,529179.2566,180990.5907
340,0,0,0,0,94.11,17.82,222.1,0,529176.7079,180993.6608
341,0,0,0,0,93.22,17.74,224.92,0,529173.3067,180997.864
342,0,0,0,0,92.48,14.57,226.51,0,529171.3794,181000.7849
343,0,0,0,0,92.05,10.01,229.29,0,529168.1883,181004.8285
344,0,0,0,0,91.35,6.76,231.92,0,529165.1861,181009.5369
345,0,0,0,0,89.77,8.35,233.51,0,529163.303,181014.7687
346,0,0,0,0,119.26,13.18,225.06,0,529180.9453,180960.6056
347,0,0,0,0,115.65,15.99,224.86,0,529179.795,180965.361
348,0,0,0,0,113.14,21.33,226.73,0,529176.5828,180970.2291
349,0,0,0,0,111.87,26.19,229.06,0,529173.2971,180973.9403
350,0,0,0,0,110.03,31.56,231.13,0,529170.1962,180978.4812
351,0,0,0,0,109.6,24.36,236.08,0,529164.0825,180984.1005
352,0,0,0,0,107.55,16.8,239.22,0,529159.7871,180991.0858
353,0,0,0,0,107.69,13.43,242.29,0,529156.1928,180994.7893
354,0,0,0,0,106.91,8.6,244.63,0,529153.2935,180999.5003
355,0,0,0,0,106.2,5.09,247.43,0,529149.9575,181005.1901
356,0,0,0,0,111.1,7.92,251.42,0,529146.2306,181001.9606
357,0,0,0,0,116.01,9.43,255.44,0,529142.5036,180998.7311
358,0,0,0,0,121.64,11.9,267.68,0,529129.3629,181009.4515
359,0,0,0,0,113.98,5.92,260.21,0,529136.7116,181011.9481
360,1,0,1,0,96.65,7.83,249.73,1,529146.9293,181031.1815
361,0,0,0,0,96.23,10.78,247.39,0,529149.2029,181026.7846
362,0,0,0,0,95.97,3.3,243.86,0,529152.7697,181020.1106
363,0,0,0,0,98.9,4.73,253.67,0,529143.1208,181035.2095
364,0,0,0,0,113.28,9.67,261.27,0,529135.4794,181015.8765
365,0,0,0,0,115.68,13.72,265.38,0,529131.2762,181019.2345
366,0,0,0,0,116.54,12.34,269.21,0,529127.3798,181026.725
367,0,0,0,0,118.58,15.71,273.5,0,529123.2041,181033.0535
368,0,0,0,0,120.49,17.73,277.02,0,529119.8808,181038.2487
369,0,0,0,0,122.15,20.7,279.98,0,529117.1873,181042.965
370,0,0,0,0,126.07,24.79,285.05,0,529112.4363,181047.629
371,0,0,0,0,128.02,20.19,287.84,0,529109.9695,181051.5261
372,0,0,0,0,130.34,14.27,291.16,0,529107.1606,181056.7344
373,0,0,0,0,109.99,20.49,270.98,0,529127.5307,181057.2519
374,0,0,0,0,104.04,4.34,261.61,0,529135.6069,181043.268
375,0,0,0,0,106.26,8.31,264.68,0,529132.7538,181046.1653
376,0,0,0,0,108.43,14.17,268.12,0,529129.7433,181051.2035
377,0,0,0,0,122.09,14.81,284.71,0,529115.1144,181067.8257
378,0,0,0,0,115.73,21.13,278.49,0,529121.4846,181068.3176
379,0,0,0,0,107.35,21.64,270.82,0,529130.1078,181073.3214
380,0,0,0,0,98.41,15.56,262.33,0,529139.3901,181076.692
381,0,0,0,0,91.35,15.37,255.47,0,529146.6652,181078.0318
382,0,0,0,0,81.97,19.58,246.42,0,529156.8567,181082.0856
383,0,0,0,0,76.43,18.55,240.94,0,529163.4516,181085.883
384,0,0,0,0,71.37,12.34,235.72,0,529169.6559,181088.8455
385,0,0,0,0,64.68,8.73,228.72,0,529177.437,181090.5282
386,0,0,0,0,113.81,14.16,278.32,0,529126.5354,181092.3694
387,0,0,0,0,98.16,11.09,261.75,0,529147.7018,181106.1064
388,0,0,0,0,102.67,17.95,265.44,0,529146.3774,181113.6623
